,sno,rent,return
84,217,4532.692307692308,4373.846153846154
85,213,2240.6923076923076,2402.076923076923
86,36,22071.846153846152,22841.30769230769
87,387,1255.3076923076924,1510.5384615384614
88,122,6632.923076923077,6634.7692307692305
89,118,2788.6923076923076,2409.769230769231
90,109,2155.769230769231,2663.230769230769
91,398,765.2307692307693,1271.076923076923
92,278,1366.6153846153845,1813.1538461538462
93,307,5010.846153846154,4637.2307692307695
94,336,1934.076923076923,2104.230769230769
95,268,1169.5384615384614,1669.2307692307693
96,255,957.2307692307693,1212.3846153846155
97,86,3499.3846153846152,3614.846153846154
98,13,4939.692307692308,5464.384615384615
99,61,21010.846153846152,19670.46153846154
100,42,8505.615384615385,8980.0
101,98,3036.923076923077,2825.923076923077
102,347,1129.076923076923,1343.6153846153845
103,87,19130.153846153848,18116.76923076923
104,331,1846.076923076923,2185.846153846154
105,342,2428.6923076923076,2671.846153846154
106,337,1807.7692307692307,1530.076923076923
107,20,18159.384615384617,16269.0
108,119,10363.307692307691,9977.538461538461
109,294,4233.153846153846,5056.615384615385
110,197,2231.153846153846,2886.3076923076924
111,192,1493.7692307692307,1816.923076923077
112,159,6218.307692307692,3706.3846153846152
113,190,1540.7692307692307,1467.3846153846155
114,298,5120.846153846154,5293.538461538462
115,312,1655.7692307692307,2033.3076923076924
116,49,12031.76923076923,11741.461538461539
117,112,4259.7692307692305,3978.6153846153848
118,157,2135.4615384615386,2170.5384615384614
119,70,16944.384615384617,14537.384615384615
120,104,4118.538461538462,4592.307692307692
121,392,2996.769230769231,2777.153846153846
122,188,1848.076923076923,2483.923076923077
123,209,2394.076923076923,2300.0
124,281,2712.230769230769,3612.076923076923
125,72,2466.153846153846,2510.769230769231
126,151,2517.153846153846,2379.769230769231
127,140,7140.2307692307695,5970.076923076923
128,246,5013.0,5134.307692307692
129,196,442.3076923076923,435.6923076923077
130,183,1162.4615384615386,1407.0
131,376,503.9230769230769,670.9230769230769
132,389,442.61538461538464,618.1538461538462
133,230,1436.3846153846155,909.2307692307693
134,356,2836.153846153846,3195.846153846154
135,138,13284.307692307691,13862.307692307691
136,85,8549.538461538461,7534.923076923077
137,338,3888.230769230769,3541.5384615384614
138,54,9878.538461538461,10909.76923076923
139,148,4699.076923076923,4577.7692307692305
140,247,3444.3076923076924,3579.230769230769
141,237,4231.846153846154,4530.846153846154
142,295,5947.692307692308,6039.7692307692305
143,375,1765.5384615384614,1849.2307692307693
144,383,3537.6923076923076,3443.6153846153848
145,332,1420.923076923077,1632.076923076923
146,195,1202.6153846153845,1212.3076923076924
147,133,6037.153846153846,6449.2307692307695
148,238,3007.769230769231,2363.6923076923076
149,40,3355.6153846153848,3865.769230769231
150,9,3907.3076923076924,4336.153846153846
151,88,10009.23076923077,8411.923076923076
152,114,6718.307692307692,8234.923076923076
153,126,7204.076923076923,7000.923076923077
154,259,539.6153846153846,1210.2307692307693
155,379,1338.5384615384614,1439.6923076923076
156,266,1503.3846153846155,2075.6923076923076
157,4,3148.846153846154,2277.923076923077
158,77,6495.846153846154,7286.538461538462
159,142,2597.923076923077,1786.6923076923076
160,65,4923.2307692307695,5773.538461538462
161,97,12866.0,12552.692307692309
162,313,2162.0,2257.6153846153848
163,80,5122.923076923077,5923.846153846154
164,2,17937.0,16235.923076923076
165,248,2459.6923076923076,2249.846153846154
166,252,2276.923076923077,3056.153846153846
167,234,4431.384615384615,5173.307692307692
168,38,15189.846153846154,17333.846153846152
169,79,6792.7692307692305,5512.846153846154
170,170,2769.769230769231,2927.5384615384614
171,335,975.1538461538462,1241.4615384615386
172,378,3733.076923076923,4229.0
173,89,5364.076923076923,4928.538461538462
174,220,1084.2307692307693,2003.076923076923
175,239,820.0769230769231,1300.6923076923076
176,191,2461.923076923077,2985.230769230769
177,273,7522.384615384615,6366.2307692307695
178,287,8321.384615384615,5673.7692307692305
179,327,2479.4615384615386,2706.230769230769
180,362,1641.4615384615386,1815.5384615384614
181,319,861.8461538461538,1832.076923076923
182,223,1224.3846153846155,1269.2307692307693
183,181,10282.692307692309,9605.692307692309
184,178,2257.846153846154,2597.153846153846
185,17,7061.461538461538,5890.2307692307695
186,12,9889.923076923076,12257.076923076924
187,241,11644.23076923077,11109.692307692309
188,333,3769.4615384615386,4070.230769230769
189,227,5458.692307692308,5474.0
190,63,8823.23076923077,8731.461538461539
191,349,2058.846153846154,2551.3846153846152
192,168,4093.846153846154,5068.692307692308
193,134,23166.69230769231,20029.153846153848
194,130,9122.923076923076,8975.76923076923
195,280,2354.153846153846,2478.4615384615386
196,245,8494.153846153846,8203.846153846154
197,33,5557.615384615385,5432.692307692308
198,156,2981.0,2486.846153846154
199,172,12369.076923076924,9692.23076923077
200,324,688.8461538461538,919.7692307692307
201,153,3489.0,3992.230769230769
202,302,3965.4615384615386,3933.6153846153848
203,31,10903.23076923077,10927.76923076923
204,37,15709.461538461539,14670.0
205,284,1733.2307692307693,2069.4615384615386
206,351,4229.846153846154,4657.7692307692305
207,102,2479.230769230769,2199.923076923077
208,198,4198.076923076923,3240.6923076923076
209,48,3188.769230769231,2256.153846153846
210,81,12817.307692307691,12503.692307692309
211,155,3474.923076923077,3856.4615384615386
212,115,12465.384615384615,12506.23076923077
213,179,1169.4615384615386,1427.8461538461538
214,354,3151.6153846153848,3268.4615384615386
215,182,3771.0,3732.076923076923
216,262,1461.8461538461538,1411.5384615384614
217,189,4188.461538461538,4097.307692307692
218,256,4077.3846153846152,4243.538461538462
219,174,11750.153846153846,9199.23076923077
220,27,9767.384615384615,5687.461538461538
221,46,4631.615384615385,2946.5384615384614
222,200,3300.846153846154,4170.384615384615
223,368,603.8461538461538,863.0
224,224,1168.4615384615386,1305.6153846153845
225,66,7288.384615384615,6733.615384615385
226,344,3173.0,2933.923076923077
227,39,3451.3076923076924,3131.923076923077
228,201,996.3076923076923,1601.076923076923
229,363,1976.8461538461538,2115.3076923076924
230,293,1867.6153846153845,1884.7692307692307
231,270,2537.846153846154,3228.153846153846
232,257,1615.3076923076924,1911.6153846153845
233,68,5088.923076923077,6344.538461538462
234,43,907.8461538461538,1221.0
235,105,4731.692307692308,4558.846153846154
236,369,976.2307692307693,1098.3846153846155
237,214,5497.923076923077,5606.153846153846
238,304,3486.4615384615386,3598.5384615384614
239,57,10235.538461538461,10558.153846153846
240,345,1548.0,1611.076923076923
241,28,2841.6923076923076,3201.5384615384614
242,166,2111.846153846154,2498.6923076923076
243,260,1887.0,1703.3076923076924
244,271,3643.076923076923,3384.230769230769
245,250,6925.153846153846,6907.7692307692305
246,253,2639.3846153846152,3083.153846153846
247,290,1700.1538461538462,1790.1538461538462
248,186,7022.923076923077,6855.923076923077
249,93,8124.461538461538,9494.307692307691
250,242,646.0769230769231,815.8461538461538
251,92,4928.0,5269.923076923077
252,382,934.9230769230769,942.6153846153846
253,381,660.1538461538462,787.0
254,233,2349.0,2863.923076923077
255,212,2193.3076923076924,2291.3846153846152
256,352,2885.846153846154,3256.4615384615386
257,306,6914.461538461538,5829.307692307692
258,187,1323.0,1678.923076923077
259,386,2019.6923076923076,2810.3076923076924
260,353,2562.5384615384614,2511.846153846154
261,152,7045.0,7098.153846153846
262,26,5239.923076923077,4907.0
263,76,2793.4615384615386,2632.6923076923076
264,291,990.0,1024.4615384615386
265,277,531.8461538461538,1287.3076923076924
266,137,2450.153846153846,3277.0
267,385,1934.3846153846155,1954.6923076923076
268,3,6953.615384615385,6978.384615384615
269,276,3879.4615384615386,3729.6923076923076
270,24,12417.307692307691,11429.461538461539
271,309,2814.846153846154,3031.3846153846152
272,296,2553.5384615384614,3159.3846153846152
273,34,5744.692307692308,5768.076923076923
274,163,5965.384615384615,6988.692307692308
275,128,6690.153846153846,7467.846153846154
276,162,2984.3076923076924,3793.5384615384614
277,235,1045.076923076923,2166.6153846153848
278,299,2004.0,1817.923076923077
279,243,1288.3846153846155,1285.6923076923076
280,19,4115.538461538462,4135.0
281,325,2959.6153846153848,2931.5384615384614
282,7,15312.461538461539,14179.384615384615
283,251,1654.7692307692307,1652.7692307692307
284,144,3323.3846153846152,4049.923076923077
285,173,11350.923076923076,10452.384615384615
286,240,7670.923076923077,7167.7692307692305
287,393,147.69230769230768,761.0769230769231
288,44,1749.5384615384614,1394.4615384615386
289,339,1067.3076923076924,984.2307692307693
290,32,12231.461538461539,12016.076923076924
291,318,1207.1538461538462,2296.0
292,211,7065.307692307692,5306.538461538462
293,110,4812.153846153846,5234.538461538462
294,231,4940.2307692307695,4970.384615384615
295,149,5387.2307692307695,5546.7692307692305
296,194,7710.7692307692305,6856.692307692308
297,203,184.0,859.7692307692307
