,sno,rent,return
284,369,134.98518437221176,877.0091219594013
285,253,1172.6981708862686,1515.6681694882955
286,318,1009.6593484933421,1107.2529069729283
287,61,10249.16099005182,9370.569192957277
288,166,1258.891575950844,1793.9749162125986
289,59,3755.6501434505317,3442.7888404605937
290,216,1660.6140430575674,1385.8102323189853
291,147,1805.116062750537,1789.7572461090917
292,386,433.10737698635427,481.05716915975796
293,232,987.3423924860109,1275.416794620488
294,392,328.3260574489938,477.3541662120485
295,396,1265.2683509833003,1073.3880938411792
296,250,2993.656793956181,2948.157729837398
297,378,346.0462396848144,681.8922202225217
298,22,6278.257082980913,6375.596599534823
299,38,7727.174386540011,8774.019432392432
300,47,3394.162636056204,3352.1942067845653
301,1,12215.77422843104,9364.005286200985
302,167,1868.409484026454,2437.8814573313443
303,390,831.3729608304567,932.5304284579672
304,169,1324.4406366462788,1946.392046839485
305,156,859.5679147106412,947.062299957083
306,348,773.3808893423732,1868.8737250012373
307,98,3823.886766105921,4770.493475522213
308,50,1349.5099110417825,1380.7287930654593
309,382,1655.5802608149204,1862.9353182545012
310,252,893.9765097585059,1163.3417382695422
311,33,2511.158099363718,2375.9705385378834
312,181,1617.5280523069762,1588.7797204143815
313,361,437.3339684954737,502.49079593560714
314,28,1047.581023119453,1614.874608135257
315,84,3717.345692829764,3307.741525573
316,194,544.2922009362251,505.0782117652671
317,294,739.7208933104431,992.8449022883685
318,171,5214.1378002503925,4236.313255650483
319,351,522.154191786296,1265.7724914059397
320,150,1273.131572147985,1205.2111848136824
321,353,192.25243821600807,1628.8320969332597
322,277,1590.9409165647855,1483.5076676579733
323,125,3554.3538090629077,3177.5254522977466
324,269,491.4183553755395,1398.8170001826543
325,345,1811.55982512309,3590.1398301458958
326,164,1364.7010661679722,1489.8056920283261
327,251,738.9506072803513,717.0962278523016
328,115,942.9151605526342,1119.3113954570463
329,256,1998.9124543110936,2128.1548345926335
330,32,4957.0837192849585,5167.8373619919585
331,218,1539.1637339802417,5143.688559778868
332,239,3213.0666037292162,2963.988528992648
333,65,2267.691998486567,2683.706764905585
334,223,548.5963908011062,1080.554950014112
335,286,4995.149146922442,4965.996576720528
336,78,5931.995616990964,2336.24485018159
337,235,2213.5250168001267,1887.9878177573075
338,46,1530.166984351708,1487.1439069572252
339,225,596.4377586974185,622.1840563691744
340,395,1188.5167226421343,1359.7485061583998
341,350,446.33731638750527,544.9908256108538
342,323,1279.3599962481242,1284.068533996531
343,100,2231.527279689854,2117.107224492893
344,379,697.9563023571031,946.5130743946436
345,400,2328.139385861594,2517.861592701235
346,9,1720.1755724343955,2000.2707316760898
347,268,1084.2338308686,1565.02523941309
348,284,2016.4500985643062,2749.284088631075
349,283,2413.895813824615,2740.714505379938
350,278,294.144522301538,1284.722927327134
351,267,673.4552694871427,1099.2547475448991
352,145,4163.141121797338,3988.5642780328863
353,329,2667.9132294735523,2585.662971077244
354,230,2139.8422839078585,2076.604680722838
355,222,506.4987660399579,611.319065627762
356,297,966.1811424365516,1166.6400473153662
357,380,252.90512054918935,782.6033478078151
358,317,1125.9564822851726,1428.31999215862
359,245,2219.010590330745,2021.7635865748498
360,234,548.3101312213737,2781.305448885469
361,221,1060.8694547398375,939.3801147565346
362,246,1283.2895230617291,1432.1253436763138
363,296,2382.1450417638302,2406.2053112733333
364,247,1074.9911627543736,1020.068625142446
365,182,569.8920950495805,1012.1358604456221
366,384,779.9884614531167,836.1967471833408
367,276,1774.5745969104821,1703.719753950162
368,326,1191.46170731585,1163.0391222998476
369,151,2677.4674601197303,2597.9268657912603
370,312,519.3235985394848,751.8676745279053
371,293,1239.0536711539173,1413.7906492829834
372,302,2259.414525933654,2869.9416370372414
373,157,1599.8046755776156,2313.519613057127
374,57,4297.87377664817,4166.506450253018
375,71,5691.033737380231,5768.444417691827
376,241,405.66611887117216,507.65933459358354
377,215,2395.935725348241,5997.42302993544
378,27,3975.0656598350674,2651.248008014339
379,43,439.5827567136818,827.5947075712845
380,44,967.1737175916227,985.9482745053109
381,332,425.49148052575623,869.4452254167596
382,130,1441.4634924270542,1172.6930544690713
383,199,1507.096214579547,1884.1414490425075
384,70,7170.7187226944,6341.218889141109
385,21,2604.210628962258,2483.647921908417
386,148,2003.0718908716183,2053.801597039013
387,141,1335.9026910669804,1210.3685389169698
388,95,991.0792097506637,3025.797250312717
389,107,1966.9156057136768,1970.2923640921922
390,29,1990.1834086334857,1846.546235543535
391,334,511.97460874539473,1230.8903281771288
392,358,1405.4810564358384,1303.8094185884684
393,72,998.419250615692,1075.6760664809829
394,64,2654.3486960081186,2360.6865526791144
395,330,504.1101070202818,615.8912241621892
396,62,3811.313684282625,3748.104187452638
397,7,6297.616056890099,6121.489524617354
398,263,706.8458106263346,792.347777178683
399,368,689.560729740318,643.6715000681636
