,sna,lat,lng,rent,return
378,福德國小,25.0383,121.586,2078.923076923077,2456.384615384615
379,稻香重三路口,25.1399,121.49,660.1538461538463,787.0
380,景仁公園,24.9966,121.54,934.9230769230768,942.6153846153846
381,南京東興路口,25.0515,121.565,3537.6923076923076,3443.615384615385
382,內溝溪生態展示館,25.0874,121.62299999999999,101.46153846153848,306.92307692307685
383,松德虎林街口,25.0384,121.57600000000001,1934.3846153846155,1954.692307692308
384,安強公園,25.0368,121.575,2019.692307692308,2810.3076923076924
385,新東街51巷口,25.0615,121.564,1255.3076923076926,1510.5384615384617
386,劍潭海外青年活動中心,25.0796,121.524,788.6923076923077,921.9230769230768
387,聯合醫院陽明院區,25.1046,121.53200000000001,442.6153846153846,618.1538461538463
388,和平龍泉街口,25.0264,121.529,3918.769230769231,3953.307692307693
389,和平敦化路口,25.0218,121.54799999999999,3002.615384615385,2891.615384615385
390,南京新生路口,25.052,121.527,2996.769230769231,2777.1538461538457
391,下灣公園,25.0652,121.596,147.69230769230768,761.0769230769231
392,捷運內湖站(1號出口),25.0839,121.594,2591.3076923076924,2852.9230769230767
393,民族延平路口,25.0686,121.51100000000001,1027.6153846153843,1134.3846153846155
394,豐年公園,25.1359,121.495,1177.076923076923,1430.3846153846155
395,紀州庵,25.0208,121.52,2178.5384615384614,2731.846153846154
396,彩虹橋,25.053,121.574,765.2307692307692,1271.076923076923
397,秀山區民活動中心,25.146,121.493,622.3076923076923,409.5384615384616
398,芝山抽水站,25.1014,121.52799999999999,1945.6153846153845,1976.4615384615383
